,name,top1,top5
80,"(6,8,10,11,13)",0.68348,0.88196
81,"(1,2,7,9,10,11,12)",0.68232,0.8796
82,"(1,2,3,4,5,6,9,10,13)",0.68072,0.8798
83,"(3,4,5,6,7,12,13,14)",0.68264,0.88092
84,"(3,4,6,7,10,12)",0.6822,0.88102
85,"(0,2,3,4,5,7,8,10,11,12,13,14)",0.67698,0.87696
86,"(1,7)",0.68288,0.8815
87,"(0,1,4,5,6,8,10,11,14)",0.67606,0.87632
88,"(0,2,3,4,5,6,9,13)",0.67718,0.87712
89,"(0,2,5,6,7,9,10,11,12,13)",0.67746,0.87652
90,"(1,2,3,7,8,10,11,12,13)",0.68174,0.87952
91,"(1,5,6,8,9,10,11,12,14)",0.68274,0.88106
92,"(0,2,5,7,9,10,11,12,14)",0.67812,0.87638
93,"(0,2,3,4,5,7,8,11,13)",0.67834,0.87798
94,"(1,2,3,4,5,6,7,9,12,13,14)",0.68024,0.87916
95,"(2,3,4,6,9,12,13,14)",0.68212,0.88058
96,"(1,5,7,10,14)",0.68316,0.8811
97,"(0,2,5,6,7,8,10,11,12)",0.6776,0.87774
98,"(2,4,5,6,10,13,14)",0.68316,0.87998
99,"(0,1,2,3,5,8,10,12,13,14)",0.67404,0.87532
100,"(3,9,10,11,12)",0.68286,0.88174
101,"(0,1,3,4,10,13,14)",0.67506,0.87624
102,"(0,3,5,6,8,13,14)",0.67846,0.87886
103,"(0,1,3,5,6,8,9,11,14)",0.67618,0.87632
104,"(1,2,3,6,9,10,11,13)",0.6813,0.87974
105,"(4,5,7,8,10,11)",0.68352,0.88168
106,"(3,5,6,7,9,10,11,14)",0.6829,0.88106
107,"(0,1,5,6,9)",0.67686,0.87702
108,"(1,3,4,6,7,9,11,14)",0.68112,0.8804
109,"(5,7,12)",0.68416,0.882
110,"(0,1,4,6,9,11,12,14)",0.6757,0.8758
111,"(3,7,11,12,13,14)",0.68286,0.88156
112,"(0,1,3,5,9,12,13)",0.67528,0.87572
113,"(1,4,5,8,10,11,12,14)",0.6822,0.88134
114,"(0,1,2,3,4,6,10,12,14)",0.67284,0.875
115,"(0,4,5,8,9)",0.67982,0.87892
116,"(1,4,6,8,10,11,12)",0.6823,0.88092
117,"(3,4,7,8,12)",0.68302,0.88172
118,"(1,2,3,5,6,8,9,10,11,13,14)",0.68124,0.87966
119,"(0,8,12,13,14)",0.6792,0.87872
120,"(1,2,3,5,10)",0.68174,0.88092
121,"(1,2,4,5,8,12)",0.68248,0.88058
122,"(4,5,6,7,8,10,11,13,14)",0.68242,0.88156
123,"(0,1,2,3,5,7,8,10,12,13,14)",0.6741,0.87528
124,"(0,2,3,6,7,8,9,10,11,12,13,14)",0.67614,0.8765
125,"(0,2,3,6,9,14)",0.6766,0.87688
126,"(0,1,7,8,14)",0.67764,0.87708
127,"(0,3,9,13)",0.67842,0.87836
128,"(1,2,3,4,5,8,9,11)",0.68154,0.8806
129,"(0,5,8,9,11,13,14)",0.67936,0.87858
130,"(0,1,2,7,10,13,14)",0.6743,0.87572
131,"(0,1,2,5,6,9,10,11,13,14)",0.67514,0.87512
132,"(0,4,7,8,11,12,13)",0.6787,0.87858
133,"(2,4,5,6,11,12,14)",0.68304,0.8805
134,"(1,3,4,8,9,11,14)",0.6819,0.88058
135,"(0,1,7,8,10,13,14)",0.67626,0.8771
136,"(5,6,7,9,10,11,12)",0.68356,0.8806
137,"(2,5,6,8,12,13,14)",0.6835,0.88074
138,"(3,6,12)",0.68286,0.88236
139,"(0,2,3,9,12,13,14)",0.67644,0.8769
140,"(0,1,4,5,8,9,11,12)",0.67696,0.87606
141,"(0,4,7,8,12,14)",0.67848,0.87806
142,"(4,6,8,9,10)",0.68274,0.8814
143,"(0,1,3,6,8,9,10,12,14)",0.67494,0.87558
144,"(1,2,4,5,7,9,11,13)",0.68166,0.88016
145,"(1,5,7,9,10,11,12,13)",0.68272,0.88046
146,"(0,7,8,10,12,13)",0.67876,0.87806
147,"(4,7)",0.68294,0.88218
148,"(0,2,3,4,6,7,8,11,14)",0.67686,0.87754
149,"(0,1,2,3,5,6,7,11,12)",0.6739,0.87572
150,"(1,4,5,6,8,13)",0.68198,0.88152
151,"(2,4,5,11,12,13,14)",0.68372,0.88084
152,"(0,1,2,3,4,7,8,9,12,14)",0.67342,0.8748
153,"(0,4,5,6,12,13)",0.67884,0.8783
154,"(2,3,7,9,13,14)",0.68282,0.8809
155,"(3,7,8,9,12,13)",0.68272,0.88152
156,"(9,12,13,14)",0.68376,0.88208
157,"(0,1,6,8,9,12,14)",0.67594,0.87644
158,"(0,2,3,4,5,6,7,9,11,14)",0.67674,0.87696
159,"(1,2,4,5,7,9,10,11,12,13)",0.6816,0.87956
160,"(4,5,6,9,10,12,13,14)",0.68282,0.8802
161,"(1,3,6,7,8,10,11,13,14)",0.6812,0.88068
162,"(0,1,3,4,5,8,9,11,13,14)",0.67552,0.87602
163,"(3,5,9,10,11,12,13,14)",0.68292,0.88128
164,"(0,1,4,8,9,11,13,14)",0.676,0.8766
165,"(1,2,7,9,11,12)",0.68276,0.88036
166,"(0,1,2,4,5,6,7,8,10,11,14)",0.6744,0.87542
167,"(1,3,4,5,6,8,10,11,12,13,14)",0.6809,0.88036
168,"(0,1,4,6,7,9,12)",0.67506,0.87544
169,"(0,1,2,3,5,6,9,10,11,12)",0.67378,0.87436
170,"(1,3,5,7,8,13)",0.68208,0.88134
171,"(0,1,2,4,8,9,10,13,14)",0.67502,0.87548
172,"(1,3,8,9,11,12)",0.6827,0.88104
173,"(0,2,3,5,7,10)",0.67778,0.87738
174,"(2,6,9,10,11,14)",0.6835,0.88076
175,"(0,1,2,4,7,9,11,12)",0.67444,0.87474
176,"(2,3,8,11,12)",0.68348,0.88142
177,"(0,1,3,5,7,8,9,10,11,14)",0.6762,0.87598
178,"(0,3,4,5,9,10,11)",0.67836,0.87832
179,"(0,1,2,3,4,5,6,7,8,10,11,13,14)",0.6735,0.87462
180,"(3,6,7,8,11,12,13)",0.68324,0.88134
181,"(0,2,4,5,7,8,11,12,13,14)",0.67664,0.8778
182,"(1,4,5,6,9,12,13)",0.68172,0.88084
183,"(1,3,5,7,12,13,14)",0.6818,0.88078
184,"(1,2,4,5,6,8,10,12,13,14)",0.68202,0.87984
185,"(0,3,4,5,11,12)",0.67916,0.8785
186,"(0,1,2,3,4,6,7,9,12,13,14)",0.67206,0.87434
187,"(1,2,4,7,9,10,11,12,14)",0.68198,0.87962
188,"(3,7,13)",0.68222,0.8822
189,"(0,4,7,8,12,13,14)",0.67796,0.87832
190,"(1,2,4,5,8,10,12,13,14)",0.68196,0.8801
191,"(0,2,5,6,8,9,11,12)",0.6784,0.8772
192,"(1,2,4,6,7,8,12,13,14)",0.68182,0.8798
193,"(0,1,2,3,9,10,11,13)",0.67428,0.87468
194,"(0,2,3,5,6,7,8,13)",0.6772,0.87764
195,"(0,4,5,7,8,9,12)",0.67892,0.878
196,"(0,5,9,10,12,13,14)",0.67918,0.87762
197,"(4,5,7,9,10,11,12)",0.68364,0.88062
198,"(0,1,2,5,6,7,9,10)",0.67438,0.87504
199,"(0,4,5,8,9,11,12,13)",0.67862,0.878
200,"(0,1,4,6,8,10,11,14)",0.67588,0.87636
201,"(0,7,8,11,13)",0.6803,0.87952
202,"(4,6,8,11,12,13)",0.68392,0.88174
203,"(1,2,3,5,10,11,12)",0.68238,0.88032
204,"(1,2,3,4,5,6,7,9,10)",0.6812,0.87984
205,"(0,2,4,7,8,11)",0.67766,0.87856
206,"(1,3,4,5,6,7,8,9)",0.68154,0.88084
207,"(0,3,4,6,7,8,9,10,13,14)",0.67778,0.87756
208,"(0,1,2,3,4,5,6,10,11,12,13,14)",0.67304,0.87428
209,"(0,1,2,4,5,9)",0.67506,0.87514
210,"(1,5,6,8,9,10,11,12,13)",0.68274,0.8806
211,"(0,1,3,4,5,6,8,9,11,12,13,14)",0.67516,0.87538
212,"(1,2,4,5,10,11)",0.68196,0.8808
213,"(2,3,12,14)",0.6833,0.88122
214,"(1,5,7,8,9,12,14)",0.6826,0.88104
215,"(2,3,4,6,7,8,9)",0.6822,0.88084
216,"(0,4,6,7,9)",0.6788,0.87838
217,"(3,4,5,6,7,9,10,13)",0.68288,0.88064
218,"(0,1,2,3,4,9,11,14)",0.6742,0.87478
219,"(2,3,5,6,8,9,10,12,13,14)",0.6828,0.87966
220,"(1,2,3,4,5,6,9,10,11,14)",0.68124,0.87966
221,"(0,5,6,8,11,12)",0.67988,0.87876
222,"(1,4,6,7,8,10,11,13,14)",0.6817,0.88034
223,"(0,2,3,4,6,7,9,13,14)",0.67558,0.87764
224,"(0,2,3,5,6,8,10,11,13,14)",0.6777,0.8776
225,"(4,8,9,10,11,12)",0.68258,0.88146
226,"(1,2,3,4,6,7,9)",0.68104,0.88042
227,"(0,1,3,4,7,10,14)",0.67478,0.8762
228,"(0,6,7,8,10,12,13,14)",0.67802,0.87796
229,"(0,2,8,10,14)",0.67786,0.87818
230,"(0,3,6,8,10,13)",0.6787,0.87828
231,"(0,2,4,6,8,11,13)",0.67802,0.87832
232,"(1,2,3,8,9)",0.6818,0.88164
233,"(0,5,7,9,11,13,14)",0.6786,0.8784
234,"(1,2,3,4,6,7,8,10,11,12,13,14)",0.68098,0.8792
235,"(2,6,9,11,13,14)",0.6827,0.88052
236,"(2,5,8,9,11,13,14)",0.68394,0.88176
237,"(7,8,9,10,13,14)",0.68394,0.8816
238,"(1,2,4,5,8,9,11,12,13)",0.68172,0.8808
239,"(0,1,2,5,7,11,13)",0.67574,0.87584
240,"(3,7,10,13,14)",0.68314,0.8815
241,"(1,2,3,4,5,9,12,13)",0.68096,0.88014
242,"(0,3,5,9,11,13,14)",0.67862,0.8782
243,"(0,2,3,5,6,7,10,12,13)",0.67664,0.87664
244,"(1,2,5,6,8,9,10,13,14)",0.68214,0.8804
245,"(2,4,5,6,8,9,10,12,13)",0.6832,0.87994
246,"(7,8,9,10,11,12)",0.68344,0.88106
247,"(0,2,4,6,10,11,12,14)",0.67658,0.87748
248,"(0,3,5,7,11,13,14)",0.67826,0.87838
249,"(3,5,6,8,10,11,14)",0.68294,0.88156
250,"(0,1,2,4,7,8,10,12,13)",0.67408,0.87484
251,"(1,2,7,8,9,10,11)",0.68262,0.88036
252,"(1,2,4,5,6,7,8,9,10,13,14)",0.68088,0.87938
253,"(1,3,6,7,11,14)",0.6819,0.88142
254,"(0,2,5,6,7,8,10,11,12,13,14)",0.67682,0.87754
255,"(0,4,6,10,13,14)",0.67816,0.87844
256,"(1,4,6,7,8,13)",0.68272,0.88136
257,"(4,6,13,14)",0.68308,0.88188
258,"(0,1,3,6,13,14)",0.67546,0.87682
259,"(2,3,7,11,12,13,14)",0.68298,0.8809
260,"(5,8,9,11,13)",0.6839,0.88236
261,"(0,2,3,4,5,8,9,10,11)",0.678,0.87762
262,"(0,1,2,3,9,14)",0.67432,0.87554
263,"(0,1,4,5,7,8,11,13,14)",0.67604,0.8772
264,"(0,1,2,3,4,5,6,8,9,11)",0.67416,0.87498
265,"(2,4,8,9)",0.68384,0.8812
266,"(0,3,4,11,14)",0.67822,0.87858
267,"(1,4,5,6,9,10,12,13,14)",0.68182,0.8803
268,"(0,1,3,5,6,7,8,9,10,11,13)",0.67504,0.87568
269,"(2,4,6,8,10,12)",0.68272,0.88048
270,"(1,4,5,6,7,9,10,11,13,14)",0.68208,0.88012
271,"(3,9,10,13,14)",0.68336,0.88178
272,"(0,1,8,10,12,14)",0.67628,0.87652
273,"(8,10,13)",0.68384,0.88178
274,"(6,7,10,12,14)",0.68302,0.88092
275,"(0,1,2,5,6,7,8,9)",0.6752,0.87574
276,"(3,5,6,7,8,10)",0.68288,0.88144
277,"(2,4,5,7,10,11,13,14)",0.68322,0.88064
278,"(1,2,3,5,11)",0.68258,0.8812
279,"(0,1,3,4,7,10,11)",0.67522,0.8757
280,"(0,5,6,7,9,11,12,13,14)",0.6785,0.87778
281,"(1,2,3,6,8,11,13,14)",0.68162,0.88062
282,"(0,3,4,5,10,11,13,14)",0.6786,0.87832
283,"(4,6,8,9,10,11,13,14)",0.68308,0.88132
284,"(0,1,2,4,5,6,7,9,10,11,14)",0.67376,0.87468
285,"(0,1,4,5,6,8,10,11,12,13)",0.67578,0.87602
286,"(0,1,3,4,5,7,10,11,12,14)",0.6753,0.87482
287,"(5,6,8,11,14)",0.684,0.88226
288,"(0,4,6,9,11,13)",0.67872,0.87824
289,"(2,3,4,10,12,13,14)",0.68268,0.8803
290,"(1,2,5,6,7,8,9,10,11,12,13)",0.68234,0.8801
291,"(1,5,6,8,9,10,12)",0.68336,0.88074
292,"(1,3,4,5,6,7,10,11,12)",0.68202,0.8804
293,"(2,5,6,7,8)",0.68386,0.88156
294,"(0,1,6,8,12,13,14)",0.67664,0.87664
295,"(0,3,4,6,7,8,9,11,12,14)",0.67804,0.87776
296,"(0,1,2,4,5,6,7,8,10,13)",0.6749,0.8754
297,"(0,3,5,10,11,12,13,14)",0.6783,0.87766
298,"(3,4,5,6,7,8,9,10,11,12,13)",0.68184,0.88026
299,"(0,1,2,3,6,9,12,13)",0.67298,0.87474
300,"(1,2,4,6,9,10,11,13)",0.68154,0.87952
301,"(1,5,6,7,8,11)",0.68294,0.8818
302,"(1,5,6,8,9,12,13)",0.68286,0.88084
303,"(0,1,4,7,11,12,13)",0.67612,0.8763
304,"(2,3,4,6,8,11,13)",0.68254,0.8813
305,"(2,3,4,5,9,12,13,14)",0.68296,0.88058
306,"(1,2,4,5,7,8,12,13)",0.68258,0.88044
307,"(2,4,7,9,11,13)",0.68366,0.88086
308,"(1,2,4,5,6,7,9,12,14)",0.68134,0.87966
309,"(0,3,4,11,12)",0.67932,0.87852
310,"(4,5,6,7,9,10)",0.68328,0.88102
311,"(2,3,5,10,13)",0.68366,0.88112
312,"(1,2,3,7,9,12,13)",0.68164,0.88018
313,"(1,2,5,6,7,8,9,11,12,13,14)",0.68236,0.8803
314,"(0,2,4,6,8,9)",0.67756,0.8775
315,"(0,1,7,11,12,14)",0.67664,0.8767
316,"(4,6,7,8,9,11,12,13)",0.68324,0.88144
317,"(0,1,2,5,9,14)",0.67548,0.87564
318,"(0,2,3,4,6,9,10,11,12,13,14)",0.67628,0.87664
319,"(0,2,3,4,8,9,11,13,14)",0.67748,0.87734
320,"(2,4,6,7,9,11,12,14)",0.68312,0.8802
321,"(0,1,2,3,7,9,10,14)",0.6741,0.87514
322,"(1,2,3,4,5,9,11,13)",0.68078,0.88026
323,"(0,3,4,11,13)",0.67854,0.87844
324,"(0,2,3,5,6,7)",0.6773,0.87714
325,"(0,3,4,9,10,11,13)",0.67796,0.87818
326,"(3,)",0.68258,0.88282
327,"(1,4,5,6,7,10)",0.68254,0.88064
328,"(3,8,10,14)",0.68336,0.88212
329,"(0,1,2,3,5,7,12)",0.67392,0.87556
330,"(2,4,6,7,9,10,11,12,13)",0.68222,0.87996
331,"(0,1,3,5,7,9,10,11,12)",0.67622,0.87512
332,"(2,4,5,8,13)",0.68356,0.88088
333,"(5,7,9,11,12,13)",0.68448,0.88132
334,"(0,1,2,3,4,5,9,10)",0.67422,0.87512
335,"(0,1,2,6,8,9,13,14)",0.67466,0.87602
336,"(2,3,4,6,7,8,12)",0.6821,0.88052
337,"(0,2,4,6,7,10,11,14)",0.67684,0.87768
338,"(0,1,3,4,5,6,7,8,12,13,14)",0.67504,0.87554
339,"(0,1,2,3,4,5,6,7,10,11,12,14)",0.67334,0.87456
340,"(0,1,2,3,4,5,7,9,10,11,14)",0.67406,0.87454
341,"(2,3,4,5,8,9,10,11,13,14)",0.68294,0.88076
342,"(0,2,3,6,8,9,10,12,13,14)",0.67702,0.87604
343,"(0,2,4,9,10,11,14)",0.67756,0.8773
344,"(6,7,9,10,11,12,14)",0.68296,0.8807
345,"(0,4,10,11,14)",0.67924,0.8785
346,"(0,2,3,6,7,8,10)",0.6773,0.87728
347,"(0,1,2,3,4,6,10,14)",0.67352,0.87542
348,"(0,2,4,9,10,11)",0.67758,0.87756
349,"(0,4,5,6,7,9,10,11)",0.67826,0.87782
350,"(2,3,5,6,7,9,14)",0.68234,0.8812
351,"(2,4,5,6,7,8,9,10,11,14)",0.68262,0.88048
352,"(0,4,7,8,9,12,14)",0.67846,0.87766
353,"(3,4,5,7,9)",0.68346,0.8818
354,"(0,3,4,7,8,11,12,13,14)",0.67822,0.87846
355,"(0,2,5,6,8,9,14)",0.678,0.87772
356,"(1,3,7,8,9,10,13)",0.68206,0.8805
357,"(1,5,7,8,9,13)",0.68232,0.88146
358,"(0,3,6,8,9,11,12,13)",0.6787,0.87758
359,"(0,1,2,3,4,5,6,7,8,9,12,14)",0.67284,0.8745
360,"(1,2,3,4,6,8,9,14)",0.68086,0.88112
361,"(0,2,4,5,8)",0.6782,0.87874
362,"(2,6,12,13,14)",0.683,0.88072
363,"(1,2,5,6,8,9,13)",0.68178,0.88078
364,"(0,1,2,3,10,11,12,13)",0.67434,0.8755
365,"(1,5,7,10,11,13,14)",0.68226,0.88086
366,"(1,3,5,6,7,9,10,13,14)",0.68168,0.88016
367,"(3,7,8,11,12,13)",0.68352,0.88182
368,"(0,2,3,4,6,7,11,12,14)",0.67626,0.87694
369,"(4,5,9,10,14)",0.6837,0.8819
370,"(0,1,2,3,4,10,11,12)",0.67386,0.87464
371,"(0,2,4,5,8,12)",0.6777,0.87788
372,"(0,2,3,4,5,6,7,9,12,13,14)",0.67524,0.87692
373,"(0,1,2,3,4,6,7,11)",0.67384,0.87526
374,"(2,3,5,9,11,13,14)",0.68264,0.88138
375,"(4,6,7,12,13,14)",0.68326,0.88158
376,"(3,4,6,7,10,11,13,14)",0.68228,0.8811
377,"(1,3,5,6,8,9,10,11,13)",0.68118,0.88044
378,"(0,1,5,9,12,13)",0.67646,0.87634
379,"(4,5,6,7,10,11,12,14)",0.68232,0.88028
380,"(0,3,5,9,10,11)",0.6786,0.87778
381,"(0,1,2,8,9,10,11,14)",0.67578,0.87536
382,"(0,2,4,5,9,10,14)",0.6776,0.8776
383,"(0,1,2,4,10,12,13)",0.67374,0.87472
384,"(0,2,6,10,12,13,14)",0.67744,0.87696
385,"(0,2,5,8,9,11,12,13)",0.67796,0.87734
386,"(4,5,6,7,8,11,12,13,14)",0.68302,0.88092
387,"(0,1,4,5,6,7,8,9,13)",0.67552,0.87628
388,"(0,1,4,6,7,8,11,13)",0.67656,0.8762
389,"(2,3,4,5,8,9,11,13)",0.6832,0.88114
390,"(1,2,3,4,10,11,14)",0.68112,0.88036
391,"(0,1,2,4,7,8,12,14)",0.67432,0.87588
392,"(0,1,6,8,10,11,12)",0.67672,0.87654
393,"(0,2,3,4,8,9,11,14)",0.67748,0.87772
394,"(8,11,12,13)",0.68418,0.88242
395,"(6,7,9,10,11,12,13,14)",0.68318,0.8804
396,"(0,3,4,6,7,9,12,14)",0.6772,0.87708
397,"(0,1,3,4,5,6,8,9,10,12,14)",0.67508,0.87516
398,"(1,2,4,5,6,7,10,11,13,14)",0.6814,0.88012
399,"(1,2,3,4,5,6,8,9,11,12,13)",0.68142,0.88024
400,"(5,7,8,9,10,11,12,13)",0.68332,0.8812
401,"(0,1,3,5,6,8,9,11)",0.6763,0.87672
402,"(0,3,7,9,13,14)",0.67776,0.8782
403,"(0,4,5,7,8,13)",0.67924,0.87916
404,"(3,4,5,6,7,8,9,14)",0.68276,0.88132
405,"(0,5,6,7,8,10,11)",0.67948,0.87868
406,"(2,4,5,7,11)",0.68348,0.88154
407,"(1,2,5,6,7,8,9,11,12,14)",0.68226,0.8805
408,"(1,2,4,5,8,10,11,12)",0.68248,0.88018
409,"(0,3,8,9,11,14)",0.6799,0.87874
410,"(1,4,5,6,7,10,11,12,13,14)",0.68236,0.88028
411,"(2,4,6,7,8,12,14)",0.68298,0.88066
412,"(1,3,6,7,8,9,11,14)",0.68186,0.88058
413,"(3,4,5,6,9,10,12,13)",0.6826,0.88092
414,"(3,4,5,7,8,9,10,11,12,14)",0.68212,0.88076
415,"(0,1,2,3,6,8,9,12,14)",0.6734,0.87516
416,"(1,3,9,11,12,13)",0.68224,0.88048
417,"(1,6,7,11,12,13,14)",0.68276,0.88044
418,"(4,6,7,8,9,12,13,14)",0.68258,0.88066
419,"(3,4,6,7,9,11,12)",0.68278,0.88112
420,"(1,2,6,9,11,12,13,14)",0.68184,0.88002
421,"(2,6,7,9,11)",0.68284,0.88112
422,"(1,3,5,6,8,10,13)",0.68192,0.88088
423,"(2,3,5,6,11)",0.68336,0.88162
424,"(2,4,5,6,12,13)",0.6832,0.8804
425,"(0,2,4,6,7,8,10,14)",0.6772,0.87772
426,"(2,3,4,5,6,7,8,9,11)",0.6826,0.88106
427,"(0,4,6,7,10,12,13,14)",0.67806,0.8779
428,"(1,3,5,6,11,14)",0.68166,0.8815
429,"(1,2,4,6,11)",0.68138,0.88098
430,"(1,4,6,8,13)",0.6826,0.88154
431,"(3,4,5,7,9,10,11,14)",0.68276,0.88102
432,"(2,3,4,5,6,7,8,10,12)",0.6824,0.88042
433,"(1,2,3,4,5,6,7,8,9,11,14)",0.6815,0.88042
434,"(0,1,4,5,6,7,9,10,12,13)",0.67466,0.87464
435,"(1,3,4,5,6,8,9,11)",0.68192,0.88094
436,"(0,1,2,11,12,13)",0.67528,0.87584
437,"(2,3,5,6,9,11,12)",0.68246,0.88052
438,"(0,1,2,4,6,14)",0.67484,0.87576
439,"(0,1,2,3,4,7,9,11,13)",0.6741,0.87496
440,"(0,3,4,7,9,10,12,13,14)",0.67772,0.8773
441,"(0,1,7,10,11,12,13,14)",0.67612,0.8762
442,"(1,4,6,7,9,11,12,13)",0.68172,0.88094
443,"(0,1,2,3,5,6,10)",0.6743,0.87564
444,"(3,5,6,7,8,10,11,14)",0.6829,0.88108
445,"(0,1,3,4,11,12,13,14)",0.67488,0.87552
446,"(0,1,4,6,7,8,9,11,12)",0.67532,0.87572
447,"(0,1,4,5,8,9)",0.67646,0.87674
448,"(0,1,2,4,8,10,11,13)",0.67552,0.87586
449,"(4,5,6,7,9,10,12,13,14)",0.68252,0.88004
450,"(1,2,4,6,10,11,14)",0.68182,0.88026
451,"(1,5,6,8,14)",0.6827,0.88178
452,"(0,1,3,6,7,9,11,12)",0.67568,0.87562
453,"(0,1,4,6,8,10,11)",0.67674,0.87622
454,"(0,7,9,10,11,12,13,14)",0.67858,0.87712
455,"(0,4,5,9,10,11,13,14)",0.67856,0.87828
456,"(0,3,5,6,7,8,10,11,12,14)",0.6778,0.8777
457,"(1,2,4,5,6,7,9,11,12,14)",0.68122,0.88004
458,"(1,2,3,6,8,9,13,14)",0.6808,0.88104
459,"(1,6,7,9,11,12)",0.68304,0.88038
460,"(0,1,2,3,4,7,9,10,12,13)",0.67238,0.87408
461,"(1,2,3,6,7,9,10,11,13,14)",0.6817,0.8795
462,"(2,3,7,8,11,12,13,14)",0.68336,0.88126
463,"(0,5,6,7,11,12)",0.67926,0.87838
464,"(0,1,2,3,4,8,14)",0.67396,0.87632
465,"(3,4,6,9,10,11,12,13)",0.68252,0.88058
466,"(2,6,7,8,9,11,12)",0.68366,0.88094
467,"(0,1,2,3,4,6,9,10,11)",0.67344,0.87412
468,"(0,1,2,5,7,8,9,11,14)",0.67622,0.87546
469,"(3,4,5,6,11,12,13,14)",0.68286,0.88096
470,"(1,2,3,4,5,6,7,9,12,14)",0.6811,0.87966
471,"(0,4,7,11,12)",0.6792,0.87782
472,"(1,2,3,8,9,10)",0.68164,0.88102
473,"(1,2,4,7,9,12,13,14)",0.6815,0.87982
474,"(1,2,5,7,8,9,13,14)",0.6826,0.88114
475,"(1,3,4,5,6,7,9,10,12,13)",0.68122,0.87988
476,"(0,1,7,8,11,14)",0.67714,0.87702
477,"(2,3,8,9,10,13,14)",0.68406,0.8812
478,"(1,2,3,4,6,8,9,10,11,13)",0.6806,0.87998
479,"(1,2,4,5,6,8,9,10,11,12,13,14)",0.68142,0.87984
480,"(1,4,5,9,13)",0.68234,0.88036
481,"(1,4,6,8,9,13,14)",0.68156,0.88094
482,"(2,3,7,8,11,13)",0.68342,0.88184
483,"(1,3,5,6,9,11,12)",0.68236,0.88068
484,"(1,2,3,5,7,12,13)",0.68218,0.88036
485,"(1,3,8,9,10,11)",0.68218,0.8808
486,"(1,2,7,10,12,13)",0.6822,0.87978
487,"(0,3,4,5,7,10,11,12,13,14)",0.6781,0.87784
488,"(0,4,5,6,10,11,12,14)",0.6784,0.87856
489,"(1,2,7,8,11,13,14)",0.68226,0.88114
490,"(1,2,6,7,9,12)",0.68214,0.87988
491,"(1,5,6,7,13,14)",0.68274,0.88116
492,"(0,2,3,7,9,14)",0.67724,0.87634
493,"(1,5,7,11)",0.68284,0.8814
494,"(0,3,4,5,13)",0.67794,0.8788
495,"(1,6,7,8,9,10,11,14)",0.68274,0.88084
496,"(0,2,6,9,10,11,13)",0.67802,0.87762
497,"(0,3,4,5,7,9,10,13,14)",0.67746,0.87786
498,"(3,5,7,8,13,14)",0.68286,0.88188
499,"(1,6,8,14)",0.68266,0.88206
500,"(0,6,7,8,9,10)",0.67946,0.87794
501,"(0,1,2,6,9,11,12,14)",0.6745,0.8753
502,"(2,3,5,6,9)",0.68258,0.88148
503,"(1,3,7,9,13)",0.68208,0.88134
504,"(0,2,3,4,6,11,12,14)",0.67662,0.87778
505,"(2,3,4,6,7,8,9,10,11,13)",0.68216,0.88032
506,"(0,2,3,5,7,8,10,14)",0.67776,0.8775
507,"(1,2,4,6)",0.68118,0.8805
508,"(2,3,4,5,7,9,10,13,14)",0.68346,0.8808
509,"(1,3,5,7,8,10,14)",0.6822,0.88146
510,"(0,1,3,5,6,13,14)",0.67548,0.87666
511,"(0,2,4,5,6,7,10,11,13,14)",0.6768,0.87734
512,"(0,1,4,6,7,8,11,12,14)",0.67604,0.87636
513,"(4,6,7,8,10,11,13)",0.6825,0.88138
514,"(0,2,4,7,9,12)",0.67696,0.8766
515,"(4,11,12,14)",0.68416,0.88176
516,"(1,2,4,11,13)",0.68198,0.881
517,"(0,1,2,3,8,9,10,11,13)",0.67492,0.8753
518,"(2,3,4,5,6,7,8)",0.6824,0.88146
519,"(3,4,7,8,9,10,12,13)",0.68304,0.88076
520,"(1,3,4,9,10,11,12)",0.68206,0.8802
521,"(0,1,3,5,7,11,12)",0.67624,0.87576
522,"(3,4,8,13)",0.68256,0.88236
523,"(2,6,9,11)",0.68324,0.88122
524,"(1,4,5,8,9,10,11,12,13)",0.68212,0.88092
525,"(0,1,2,4,8,9,10,11,12,14)",0.67512,0.87556
526,"(1,3,4,5,6,7,8,9,10,11,13)",0.68116,0.8802
527,"(0,2,3,4,7,9,10,11,12,13)",0.67706,0.87622
528,"(0,1,2,4,5,8,9,10,13,14)",0.675,0.87502
529,"(0,1,5,8,9,11,14)",0.67786,0.87678
530,"(2,5,8,9,10,11,14)",0.68382,0.88128
531,"(0,5,6,9,10,11)",0.67876,0.87824
532,"(0,2,3,5,7,8,9,13,14)",0.67728,0.87734
533,"(2,7,8,9,10,11,12,13)",0.68346,0.88024
534,"(0,4,6,7,9,12,14)",0.67782,0.87762
535,"(2,4,9,10,11,12,14)",0.6832,0.8804
536,"(0,1,2,6,7,8,12,13)",0.6748,0.8756
537,"(0,2,6,9,12,13)",0.6775,0.87696
538,"(1,2,4,5,6,9,12,13)",0.68104,0.8804
539,"(6,14)",0.6832,0.88218
540,"(0,3,4,6,13,14)",0.67754,0.87818
541,"(1,7,11,14)",0.68338,0.88166
542,"(1,2,3,5,7,8,9,12,14)",0.6817,0.88012
543,"(2,3,4,5,6,7,8,11,14)",0.6824,0.88094
544,"(0,3,7,8,9,10,11,12,13,14)",0.67834,0.87762
545,"(0,1,2,4,6,7,8)",0.67466,0.8759
